order_id,order_volume,warehouse_processing_time,shipment_distance,traffic_conditions,weather_indicator,delivery_partner_rating,historical_delivery_performance,day_of_week,is_peak_season,priority,delivery_status
ORD000298,36,6.91,1897.2,Low,1.26,3.07,0.18,Fri,0,Standard,Delayed
ORD000299,38,3.74,584.27,Medium,9.72,4.25,0.58,Mon,0,Standard,On-Time
ORD000300,40,3.4,911.36,Medium,7.6,4.99,0.06,Fri,0,Standard,On-Time
ORD000301,20,5.67,1390.02,Medium,8.48,4.4,0.16,Thu,0,Express,Delayed
ORD000302,35,5.02,1664.67,Medium,2.34,2.93,0.78,Thu,1,Standard,Delayed
ORD000303,48,1.3,845.61,High,4.01,4.08,0.84,Mon,0,Prime,On-Time
ORD000304,25,4.31,1785.4,Medium,1.03,2.52,0.91,Sun,0,Express,Delayed
ORD000305,35,6.02,240.38,Medium,9.41,3.67,0.9,Tue,0,Standard,On-Time
ORD000306,25,7.94,1418.83,Low,2.86,3.83,0.91,Mon,1,Standard,Delayed
ORD000307,29,5.22,699.66,Low,5.96,4.93,0.09,Sat,0,Express,At Risk
ORD000308,18,3.28,207.16,Medium,1.52,4.34,0.66,Fri,1,Standard,At Risk
ORD000309,46,2.2,776.4,Medium,8.03,4.26,0.7,Thu,0,Standard,On-Time
ORD000310,18,7.05,1761.03,Medium,1.86,3.83,0.27,Tue,0,Express,Delayed
ORD000311,2,6.61,1961.17,Medium,8.09,3.78,0.99,Fri,0,Standard,At Risk
ORD000312,35,2.25,788.64,Medium,4.02,4.98,0.29,Mon,0,Express,At Risk
ORD000313,16,2.0,1773.4,Low,5.78,2.55,0.57,Sun,0,Standard,Delayed
ORD000314,41,5.86,1021.76,Medium,2.7,3.26,0.87,Sat,0,Standard,Delayed
ORD000315,36,2.86,1435.45,Low,8.83,2.83,0.29,Fri,0,Express,At Risk
ORD000316,33,2.8,95.52,Medium,7.6,3.29,0.61,Mon,0,Express,At Risk
ORD000317,4,1.64,1116.84,High,3.54,3.66,0.72,Sun,1,Express,Delayed
ORD000318,33,2.48,144.97,Low,5.85,3.35,0.63,Wed,0,Standard,At Risk
ORD000319,14,3.71,540.89,Medium,1.29,4.91,0.41,Wed,0,Prime,At Risk
ORD000320,21,6.0,1135.79,Medium,1.6,4.2,0.94,Thu,0,Express,Delayed
ORD000321,48,3.02,1615.29,Medium,5.34,4.32,0.61,Sun,0,Express,Delayed
ORD000322,20,2.96,1123.98,Low,6.41,4.36,0.22,Sun,0,Standard,At Risk
ORD000323,8,2.64,1872.7,High,5.57,4.75,0.81,Tue,1,Prime,At Risk
ORD000324,7,4.09,1621.61,Low,5.59,4.42,0.66,Thu,0,Prime,At Risk
ORD000325,3,1.85,316.7,Medium,7.42,2.54,0.11,Fri,0,Express,At Risk
ORD000326,17,4.14,780.97,Medium,9.02,3.15,0.28,Sat,0,Standard,At Risk
ORD000327,33,5.78,1338.63,Low,3.88,4.97,0.16,Wed,0,Standard,Delayed
ORD000328,48,0.72,1877.12,Medium,5.37,4.13,0.07,Thu,1,Express,Delayed
ORD000329,12,0.57,1975.49,Low,8.93,2.67,0.23,Mon,1,Prime,At Risk
ORD000330,22,1.06,1527.56,Medium,4.64,3.67,0.28,Tue,0,Standard,At Risk
ORD000331,22,4.52,1149.67,Low,4.45,4.95,0.47,Wed,0,Express,At Risk
ORD000332,46,6.91,1514.44,High,7.67,4.98,0.97,Tue,0,Standard,Delayed
ORD000333,30,0.54,550.11,Low,8.77,3.58,0.94,Tue,1,Standard,On-Time
ORD000334,38,7.52,570.79,High,7.38,4.73,0.75,Wed,0,Standard,At Risk
ORD000335,38,1.3,1310.43,High,1.0,3.98,0.65,Mon,1,Standard,Delayed
ORD000336,45,6.81,1744.31,Medium,4.65,3.77,0.95,Sun,0,Express,Delayed
ORD000337,8,4.12,1939.77,Medium,2.12,3.53,0.14,Sun,0,Standard,Delayed
ORD000338,27,5.45,685.96,Medium,3.17,4.73,0.33,Sat,0,Standard,Delayed
ORD000339,27,4.33,1594.12,High,4.69,4.05,0.55,Mon,0,Standard,Delayed
ORD000340,34,4.08,1703.8,Medium,2.22,3.33,0.81,Sun,0,Prime,Delayed
ORD000341,21,6.76,1248.23,High,5.16,3.73,0.62,Mon,0,Standard,Delayed
ORD000342,30,6.17,698.45,Medium,6.43,3.61,0.81,Tue,1,Prime,At Risk
ORD000343,33,4.13,1240.08,High,8.75,3.63,0.15,Sun,0,Express,Delayed
ORD000344,28,1.34,1170.98,Medium,2.11,3.28,0.19,Mon,1,Standard,Delayed
ORD000345,47,1.37,1215.02,High,3.11,4.08,0.74,Fri,0,Prime,At Risk
ORD000346,33,6.51,1240.42,Low,4.06,2.63,0.35,Sat,0,Express,Delayed
ORD000347,5,4.47,1694.88,Medium,2.25,4.72,0.44,Fri,1,Standard,Delayed
ORD000348,48,4.11,344.31,Medium,3.32,3.54,0.79,Mon,0,Standard,On-Time
ORD000349,19,5.6,737.75,Medium,8.83,4.5,0.07,Mon,0,Standard,At Risk
ORD000350,4,6.94,1174.07,Medium,1.39,4.32,0.17,Wed,1,Standard,Delayed
ORD000351,35,5.22,570.24,Medium,4.44,3.68,0.3,Wed,0,Standard,At Risk
ORD000352,49,6.22,1956.42,Low,3.11,3.0,0.88,Thu,0,Standard,Delayed
ORD000353,17,6.24,529.98,Medium,0.77,3.91,0.4,Tue,0,Express,Delayed
ORD000354,44,3.17,941.91,Medium,0.96,4.87,0.25,Tue,0,Express,At Risk
ORD000355,28,2.56,1755.34,Medium,7.85,2.96,0.68,Wed,0,Standard,Delayed
ORD000356,30,6.51,164.73,Medium,8.52,3.14,0.03,Fri,0,Standard,At Risk
ORD000357,29,3.33,1642.27,Low,7.41,4.98,0.78,Thu,0,Standard,On-Time
ORD000358,46,7.28,1144.16,Low,5.39,4.73,0.7,Wed,0,Standard,Delayed
ORD000359,6,1.02,68.45,Medium,7.73,3.87,0.06,Sat,0,Express,On-Time
ORD000360,35,0.94,1806.31,High,1.52,4.24,0.5,Sat,0,Standard,Delayed
ORD000361,41,7.45,83.2,Medium,7.8,3.61,0.4,Sun,0,Standard,At Risk
ORD000362,37,5.36,1032.86,High,4.23,3.51,0.16,Thu,0,Prime,Delayed
ORD000363,24,3.35,102.82,Medium,7.5,3.61,0.15,Tue,1,Express,On-Time
ORD000364,29,6.16,147.04,Medium,2.28,3.54,0.16,Sat,1,Prime,Delayed
ORD000365,49,5.54,1774.97,Medium,8.33,4.19,0.6,Tue,1,Express,Delayed
ORD000366,46,4.48,1532.82,High,5.68,3.33,0.17,Sat,0,Express,Delayed
ORD000367,31,1.24,397.9,Medium,0.07,2.93,0.06,Tue,0,Prime,At Risk
ORD000368,35,6.59,1242.83,Medium,5.19,4.27,0.96,Fri,0,Express,Delayed
ORD000369,33,7.0,1590.39,Low,3.1,2.58,0.04,Wed,0,Express,Delayed
ORD000370,21,1.79,1779.73,High,0.58,4.3,0.66,Sat,0,Standard,Delayed
ORD000371,32,6.88,939.27,Medium,4.47,3.16,0.94,Sat,0,Standard,Delayed
ORD000372,23,7.08,1795.51,High,3.11,2.98,0.04,Sat,0,Express,Delayed
ORD000373,33,4.62,1018.16,Low,2.04,3.45,0.97,Sun,1,Express,Delayed
ORD000374,3,5.42,1378.01,Low,3.49,2.79,0.5,Thu,0,Standard,Delayed
ORD000375,18,3.37,1958.16,Medium,1.8,3.46,0.79,Sun,1,Express,Delayed
ORD000376,25,2.61,475.72,Medium,3.0,2.76,0.63,Wed,1,Standard,At Risk
ORD000377,42,5.91,341.2,High,1.15,3.71,0.62,Tue,1,Prime,Delayed
ORD000378,31,6.96,687.33,Medium,0.84,2.94,0.79,Tue,0,Express,Delayed
ORD000379,3,5.41,332.98,Low,9.1,2.82,0.07,Wed,1,Prime,At Risk
ORD000380,40,4.34,571.9,Medium,9.03,3.95,0.39,Mon,0,Standard,On-Time
ORD000381,46,1.69,1487.26,Medium,8.28,4.06,0.97,Mon,0,Express,At Risk
ORD000382,24,0.9,957.66,Medium,2.3,2.51,0.05,Wed,0,Express,Delayed
ORD000383,32,3.84,753.21,High,7.26,3.47,0.26,Tue,0,Standard,At Risk
ORD000384,47,0.87,740.6,Low,5.9,2.69,0.67,Sat,0,Standard,At Risk
ORD000385,22,4.77,393.09,Medium,0.51,4.35,0.1,Thu,1,Standard,At Risk
ORD000386,23,3.37,897.59,Medium,9.0,4.2,0.54,Mon,0,Standard,On-Time
ORD000387,2,6.18,1251.15,Low,9.98,2.62,0.71,Sat,0,Standard,Delayed
ORD000388,27,2.79,282.61,Medium,7.09,4.85,0.76,Sun,0,Standard,Delayed
ORD000389,42,4.95,1945.76,Medium,2.32,4.9,0.56,Sat,1,Express,Delayed
ORD000390,2,4.53,889.35,Medium,5.54,3.34,0.5,Sat,0,Prime,At Risk
ORD000391,26,0.54,1896.18,Medium,1.09,2.83,0.71,Wed,1,Standard,Delayed
ORD000392,17,1.04,273.64,Low,2.99,2.79,0.15,Fri,0,Standard,At Risk
ORD000393,40,2.68,1535.6,High,7.17,4.6,0.68,Wed,0,Standard,At Risk
ORD000394,33,7.12,1237.19,Medium,3.01,3.65,0.92,Tue,0,Express,Delayed
ORD000395,9,1.6,1641.03,Medium,1.47,2.52,0.68,Sun,0,Standard,Delayed
ORD000396,43,5.83,1203.35,Medium,0.07,4.81,0.05,Wed,1,Express,Delayed
ORD000397,48,7.8,1925.86,Low,5.73,3.98,0.51,Mon,1,Prime,Delayed
ORD000398,39,6.43,1255.73,Medium,9.69,4.23,0.73,Mon,0,Standard,At Risk
ORD000399,29,2.32,1570.29,High,4.84,4.56,0.04,Sat,0,Standard,Delayed
ORD000400,42,7.31,1755.78,High,2.13,4.55,0.76,Wed,0,Standard,Delayed
ORD000401,26,1.2,1430.59,Medium,4.63,2.69,0.28,Sat,0,Express,Delayed
ORD000402,35,4.01,1050.85,Low,6.02,3.93,0.59,Thu,0,Standard,At Risk
ORD000403,25,7.16,549.27,Medium,8.01,4.24,0.97,Wed,0,Standard,At Risk
ORD000404,24,5.31,1709.71,Medium,4.53,2.71,0.99,Thu,0,Standard,Delayed
ORD000405,13,3.6,963.75,High,1.73,3.06,0.63,Sun,1,Standard,Delayed
ORD000406,7,2.7,1243.31,Low,1.88,3.49,0.49,Mon,0,Prime,Delayed
ORD000407,36,3.31,163.06,Low,9.0,4.72,0.18,Sun,0,Express,On-Time
ORD000408,45,4.32,997.22,Medium,2.36,4.63,0.21,Fri,0,Standard,At Risk
ORD000409,20,2.89,1397.82,Low,7.28,4.46,0.43,Thu,0,Standard,At Risk
ORD000410,1,7.77,1170.22,High,2.69,4.98,0.7,Wed,0,Express,Delayed
ORD000411,8,7.5,899.87,Medium,7.21,3.11,0.77,Tue,0,Prime,At Risk
ORD000412,46,7.03,450.74,High,0.78,3.67,0.22,Tue,1,Express,Delayed
ORD000413,16,3.66,622.79,Low,2.07,3.62,0.54,Wed,1,Prime,At Risk
ORD000414,14,5.68,1402.75,Medium,4.09,4.2,0.59,Mon,0,Standard,Delayed
ORD000415,12,7.27,452.26,Medium,5.15,4.63,0.89,Mon,0,Standard,At Risk
ORD000416,23,6.88,1245.34,Medium,3.53,3.73,0.88,Mon,0,Prime,At Risk
ORD000417,15,3.61,1181.53,Medium,5.74,3.73,0.82,Wed,1,Standard,At Risk
ORD000418,28,1.34,1940.98,Medium,3.25,4.02,0.52,Tue,0,Standard,At Risk
ORD000419,34,1.07,126.26,High,6.78,4.36,0.07,Fri,0,Express,On-Time
ORD000420,2,4.83,220.7,Low,5.11,3.0,0.33,Tue,0,Standard,At Risk
ORD000421,32,5.32,1014.64,High,7.05,4.9,0.62,Mon,0,Standard,Delayed
ORD000422,23,6.87,1056.58,High,4.31,2.73,0.64,Wed,0,Prime,Delayed
ORD000423,22,2.69,84.66,Medium,8.77,2.56,0.85,Wed,0,Standard,On-Time
ORD000424,25,1.76,1652.58,Medium,3.82,3.4,0.38,Fri,1,Express,Delayed
ORD000425,22,3.34,991.97,Low,3.08,4.25,0.94,Tue,0,Express,On-Time
ORD000426,22,3.15,696.55,Medium,5.57,4.95,0.16,Mon,1,Prime,At Risk
ORD000427,49,1.49,641.11,Medium,5.09,4.83,0.05,Fri,1,Standard,At Risk
ORD000428,42,5.54,1723.51,Medium,5.18,4.22,0.18,Mon,0,Express,Delayed
ORD000429,6,4.32,397.48,Medium,7.96,3.59,0.46,Tue,1,Standard,On-Time
ORD000430,15,5.91,325.03,High,5.89,3.99,0.82,Fri,0,Standard,At Risk
ORD000431,43,3.15,430.29,Medium,8.85,4.92,0.15,Mon,0,Standard,On-Time
ORD000432,37,2.94,1251.92,High,6.19,3.16,0.55,Thu,0,Prime,Delayed
ORD000433,33,4.04,1622.81,Medium,0.22,3.7,0.78,Wed,1,Standard,Delayed
ORD000434,8,7.08,665.3,Medium,8.7,4.23,0.03,Tue,0,Standard,At Risk
ORD000435,44,0.8,351.06,Medium,8.4,2.53,0.04,Wed,0,Express,At Risk
ORD000436,44,6.54,422.34,Medium,0.49,3.45,0.49,Sun,0,Express,Delayed
ORD000437,5,3.27,1240.27,Low,1.25,3.92,0.18,Mon,1,Express,Delayed
ORD000438,39,6.91,495.84,Low,5.56,4.75,0.45,Fri,0,Express,At Risk
ORD000439,4,6.52,1755.17,Medium,0.43,4.98,0.04,Mon,0,Prime,Delayed
ORD000440,6,3.12,212.26,High,4.11,3.89,0.98,Sun,0,Prime,On-Time
ORD000441,45,5.7,69.58,Medium,9.75,4.86,0.65,Sat,0,Express,At Risk
ORD000442,32,1.7,181.31,Low,1.73,2.75,0.69,Thu,0,Standard,At Risk
ORD000443,30,7.22,1692.06,Medium,2.06,4.25,0.51,Thu,1,Standard,Delayed
ORD000444,47,3.53,1304.2,Medium,6.76,3.5,0.82,Tue,0,Express,At Risk
ORD000445,35,3.92,1915.7,Medium,0.44,4.38,0.83,Sun,0,Standard,Delayed
ORD000446,40,5.79,675.91,High,8.21,4.67,0.16,Wed,0,Prime,At Risk
ORD000447,16,6.66,429.29,Medium,1.99,2.63,0.77,Sat,1,Express,Delayed
ORD000448,13,2.27,1126.14,Medium,5.32,4.84,0.57,Mon,1,Express,Delayed
ORD000449,42,5.46,1077.97,Medium,2.49,2.67,0.76,Sat,0,Standard,Delayed
ORD000450,30,3.44,1184.09,Medium,6.59,4.38,0.92,Sun,0,Express,Delayed
ORD000451,19,3.27,698.33,Medium,5.87,2.67,0.34,Thu,1,Standard,Delayed
ORD000452,17,5.68,16.76,Medium,9.46,4.65,0.57,Fri,1,Standard,At Risk
ORD000453,19,3.4,74.89,Medium,4.46,3.01,0.79,Mon,0,Standard,At Risk
ORD000454,28,3.1,1329.33,Medium,8.75,3.59,0.99,Tue,0,Standard,At Risk
ORD000455,26,6.77,1048.9,Low,5.76,4.83,0.61,Fri,0,Standard,Delayed
ORD000456,37,1.26,1642.92,Low,9.14,4.48,0.72,Wed,1,Express,At Risk
ORD000457,26,5.57,604.32,Low,2.92,4.46,0.85,Tue,0,Standard,At Risk
ORD000458,23,2.37,1631.87,High,5.5,4.41,0.75,Wed,1,Express,Delayed
ORD000459,9,0.62,853.86,Low,3.9,3.92,0.94,Wed,0,Standard,On-Time
ORD000460,12,1.75,197.91,Medium,0.66,4.88,0.23,Thu,0,Express,At Risk
ORD000461,1,5.05,1955.93,Medium,5.74,4.58,0.91,Sun,0,Express,Delayed
ORD000462,1,5.82,1026.31,Medium,7.94,3.6,0.21,Sat,0,Express,Delayed
ORD000463,47,0.66,1260.81,Medium,5.56,4.36,0.57,Sun,0,Prime,At Risk
ORD000464,34,0.77,1343.24,Medium,2.79,5.0,0.52,Wed,1,Express,Delayed
ORD000465,32,7.27,728.01,Medium,2.64,4.68,0.83,Fri,1,Standard,Delayed
ORD000466,48,1.05,1496.32,Low,2.38,2.5,0.4,Fri,0,Standard,Delayed
ORD000467,25,7.21,1741.18,Medium,9.8,4.34,0.14,Sun,0,Standard,On-Time
ORD000468,40,2.21,777.44,High,3.99,4.74,0.71,Fri,0,Standard,At Risk
ORD000469,45,6.05,1315.72,High,3.17,3.32,0.61,Sat,0,Express,Delayed
ORD000470,1,2.82,1515.46,Medium,4.18,4.94,0.83,Mon,0,Prime,At Risk
ORD000471,16,6.94,384.3,High,1.16,3.5,0.76,Sat,1,Express,Delayed
ORD000472,39,5.75,668.53,High,1.96,3.55,0.89,Thu,1,Standard,Delayed
ORD000473,5,3.51,222.05,Medium,5.09,2.9,0.84,Sat,0,Prime,At Risk
ORD000474,22,1.07,1206.41,Medium,7.99,2.74,0.69,Thu,1,Standard,On-Time
ORD000475,29,6.0,1602.87,Medium,8.76,3.84,0.47,Fri,0,Standard,Delayed
ORD000476,3,5.13,1223.62,High,8.66,4.01,0.02,Mon,1,Standard,On-Time
ORD000477,12,0.52,363.67,Medium,9.45,3.42,0.31,Sat,0,Prime,Delayed
ORD000478,26,0.57,1095.01,High,1.26,4.02,0.73,Wed,0,Standard,Delayed
ORD000479,16,6.57,1670.69,Low,0.41,3.49,0.06,Wed,0,Prime,Delayed
ORD000480,37,2.45,608.94,Low,1.06,4.67,0.76,Wed,1,Express,At Risk
ORD000481,22,5.27,1666.14,Medium,6.01,4.88,0.52,Thu,0,Standard,Delayed
ORD000482,29,3.91,1570.32,Low,5.56,3.98,0.87,Wed,0,Standard,At Risk
ORD000483,14,6.98,48.37,High,6.71,4.61,0.66,Mon,0,Express,At Risk
ORD000484,28,7.38,482.71,Low,3.71,4.63,0.8,Mon,1,Express,At Risk
ORD000485,5,7.98,1088.17,Medium,3.92,4.28,0.17,Sat,0,Standard,Delayed
ORD000486,47,1.65,1436.65,Low,5.46,2.98,0.17,Sat,0,Prime,Delayed
ORD000487,49,6.97,1761.66,Low,0.79,2.89,0.21,Wed,0,Standard,Delayed
ORD000488,30,2.5,1283.88,Low,8.0,4.8,0.33,Thu,0,Standard,At Risk
ORD000489,46,4.93,763.79,High,9.23,3.16,0.9,Tue,0,Express,At Risk
ORD000490,5,4.29,373.33,Medium,3.87,3.12,0.77,Fri,0,Express,At Risk
ORD000491,12,0.63,1521.27,Medium,7.4,2.92,0.36,Wed,0,Standard,Delayed
ORD000492,16,7.5,417.53,High,5.49,3.82,0.92,Sun,1,Prime,At Risk
ORD000493,26,1.09,1392.38,High,2.36,4.19,0.78,Wed,0,Prime,At Risk
ORD000494,26,5.66,366.52,Medium,0.68,4.19,0.66,Sat,0,Express,Delayed
ORD000495,48,6.39,186.65,Medium,2.46,3.15,0.44,Sun,0,Express,On-Time
ORD000496,21,6.46,505.94,Medium,6.05,2.74,0.65,Fri,0,Standard,On-Time
ORD000497,39,1.52,573.43,Low,0.4,3.28,0.59,Sun,1,Standard,Delayed
ORD000498,36,3.86,1296.18,Low,8.36,3.76,0.78,Tue,0,Standard,On-Time
ORD000499,33,6.72,325.96,Medium,9.7,4.03,0.23,Sat,1,Standard,At Risk
ORD000500,30,2.77,1860.96,Low,0.84,3.18,0.89,Wed,0,Prime,At Risk
ORD000501,37,4.01,1110.95,High,2.47,2.96,0.59,Wed,1,Express,Delayed
ORD000502,23,2.55,984.41,High,6.76,4.6,0.81,Tue,0,Express,On-Time
ORD000503,10,3.98,872.22,Low,8.06,4.64,0.35,Fri,1,Express,On-Time
ORD000504,5,7.16,1135.37,High,3.46,3.2,0.39,Mon,0,Prime,Delayed
ORD000505,36,3.91,49.78,Medium,5.15,3.9,0.94,Sun,0,Standard,On-Time
ORD000506,34,4.67,1980.22,Medium,8.92,3.6,0.62,Wed,0,Prime,At Risk
ORD000507,31,3.53,1117.26,Medium,3.84,2.85,0.32,Wed,0,Express,Delayed
ORD000508,10,3.95,75.21,Low,0.82,4.85,0.08,Sat,0,Express,At Risk
ORD000509,19,0.61,1182.01,Low,9.95,2.52,0.43,Thu,0,Standard,At Risk
ORD000510,32,2.63,876.97,Medium,1.8,2.97,0.85,Tue,0,Standard,At Risk
ORD000511,1,3.77,52.96,Medium,0.49,3.36,0.25,Wed,0,Standard,At Risk
ORD000512,5,5.25,1849.24,Low,4.11,4.64,0.86,Thu,1,Standard,Delayed
ORD000513,45,3.88,26.08,Medium,1.21,4.47,0.16,Sat,0,Prime,At Risk
ORD000514,4,3.03,1157.85,High,9.79,3.95,0.13,Sat,0,Standard,Delayed
ORD000515,16,3.41,1923.77,Medium,3.81,4.24,0.61,Mon,0,Express,At Risk
ORD000516,24,2.32,479.02,Medium,8.26,3.35,0.8,Tue,0,Standard,On-Time
ORD000517,16,7.43,512.09,Medium,1.77,4.85,0.78,Sun,0,Standard,Delayed
ORD000518,2,4.41,5.84,Medium,1.39,2.57,0.54,Mon,1,Standard,Delayed
ORD000519,49,0.6,137.37,Low,6.49,2.75,0.64,Thu,1,Express,At Risk
ORD000520,28,0.65,94.55,High,9.09,4.81,0.26,Sat,0,Prime,On-Time
ORD000521,32,7.8,1646.2,High,1.15,4.86,0.55,Fri,0,Standard,Delayed
ORD000522,27,2.16,1674.29,Low,5.89,3.73,0.21,Sat,1,Standard,Delayed
ORD000523,20,6.54,1454.77,Medium,0.85,3.94,0.93,Tue,1,Express,Delayed
ORD000524,24,0.94,708.73,Medium,8.12,4.76,0.68,Fri,0,Standard,On-Time
ORD000525,12,7.41,1643.4,Low,9.09,4.63,0.56,Thu,1,Express,Delayed
ORD000526,35,7.06,1081.85,Low,6.29,4.65,0.25,Tue,0,Standard,At Risk
ORD000527,33,4.78,612.1,Low,6.88,3.43,0.41,Wed,0,Standard,At Risk
ORD000528,33,0.57,877.37,High,0.55,4.58,0.78,Thu,0,Standard,At Risk
ORD000529,43,2.43,136.21,Low,0.73,2.67,0.24,Sat,0,Standard,At Risk
ORD000530,37,3.55,1890.09,Medium,1.8,3.72,0.13,Thu,0,Standard,Delayed
ORD000531,12,3.95,1240.14,Low,2.74,3.09,0.31,Mon,0,Standard,Delayed
ORD000532,3,2.73,1463.81,Medium,7.6,2.59,0.79,Fri,1,Express,Delayed
ORD000533,1,0.75,1354.78,High,4.35,4.04,0.88,Sat,0,Express,Delayed
ORD000534,33,4.93,1337.16,Medium,0.78,2.69,0.41,Sun,0,Standard,Delayed
ORD000535,40,4.43,39.44,Low,8.53,2.8,0.78,Sat,0,Express,On-Time
ORD000536,10,2.62,1053.12,Medium,9.94,2.7,0.33,Tue,0,Prime,At Risk
ORD000537,43,0.78,1644.31,Medium,4.55,4.94,0.51,Sat,1,Express,Delayed
ORD000538,44,7.96,93.82,Medium,5.12,2.6,0.02,Tue,0,Standard,Delayed
ORD000539,29,4.11,1912.55,Medium,0.79,3.17,0.71,Wed,0,Standard,Delayed
ORD000540,13,6.17,851.2,Low,3.83,4.13,0.72,Tue,0,Prime,On-Time
ORD000541,12,3.89,583.34,Low,3.72,4.56,0.1,Wed,0,Standard,On-Time
ORD000542,31,0.82,1065.98,Low,9.66,4.02,0.36,Tue,0,Standard,At Risk
ORD000543,46,2.82,1603.42,High,6.6,4.94,0.48,Sun,1,Express,Delayed
ORD000544,2,2.9,952.14,Medium,7.82,3.34,0.77,Sat,0,Prime,At Risk
ORD000545,35,6.79,1291.99,Medium,1.28,3.68,0.82,Mon,1,Express,Delayed
ORD000546,23,5.41,1002.33,High,4.17,4.55,0.72,Sat,1,Standard,Delayed
ORD000547,17,2.57,1264.39,High,1.92,4.2,0.22,Thu,1,Standard,Delayed
ORD000548,26,7.76,280.37,Low,8.6,3.04,0.36,Tue,0,Prime,At Risk
ORD000549,8,2.91,82.13,Low,1.52,3.75,0.25,Thu,1,Standard,At Risk
ORD000550,29,7.99,278.12,High,4.39,4.94,0.64,Fri,0,Prime,Delayed
ORD000551,26,7.97,575.25,High,0.54,4.66,0.65,Thu,0,Standard,Delayed
ORD000552,10,1.93,510.45,Medium,6.34,2.98,0.02,Fri,1,Prime,At Risk
ORD000553,26,2.85,1232.27,High,4.82,2.95,0.73,Tue,0,Standard,Delayed
ORD000554,34,4.15,914.5,Low,4.98,4.57,0.23,Sun,0,Prime,On-Time
ORD000555,41,5.48,82.43,Low,1.02,3.0,0.8,Mon,1,Standard,Delayed
ORD000556,7,4.46,74.56,Medium,5.14,3.63,0.83,Mon,0,Standard,On-Time
ORD000557,4,7.77,185.72,High,5.64,2.95,0.8,Thu,0,Express,Delayed
ORD000558,45,5.93,709.4,Medium,9.63,2.54,0.41,Mon,0,Standard,Delayed
ORD000559,11,2.09,17.33,Medium,0.33,4.69,0.35,Fri,1,Standard,At Risk
ORD000560,29,1.29,990.5,Low,9.23,4.45,0.44,Mon,0,Prime,On-Time
ORD000561,36,5.66,724.54,Medium,4.8,3.68,0.53,Mon,1,Standard,Delayed
ORD000562,25,1.69,1113.11,High,2.1,2.9,0.25,Sat,0,Express,Delayed
ORD000563,21,6.41,1443.05,Low,6.66,4.52,0.93,Sat,1,Standard,Delayed
ORD000564,36,2.83,505.69,Medium,5.17,3.4,0.5,Mon,0,Standard,At Risk
ORD000565,10,2.95,318.38,Medium,2.27,4.15,0.07,Wed,0,Express,On-Time
ORD000566,37,0.58,559.72,Medium,6.27,3.29,1.0,Wed,0,Standard,At Risk
ORD000567,9,5.76,8.52,High,4.73,3.58,0.48,Thu,1,Express,Delayed
ORD000568,24,1.35,244.43,Medium,6.89,3.84,0.95,Sun,1,Express,On-Time
ORD000569,35,6.3,1502.91,Medium,6.89,4.41,0.39,Sat,0,Express,Delayed
ORD000570,49,4.19,449.5,Low,4.73,4.58,0.22,Tue,1,Standard,On-Time
ORD000571,35,6.38,1988.63,Medium,3.91,3.61,0.74,Sat,1,Express,Delayed
ORD000572,48,4.88,339.82,Medium,0.63,3.08,0.43,Tue,1,Standard,Delayed
ORD000573,36,1.12,1578.6,Low,4.94,2.88,0.88,Fri,0,Standard,At Risk
ORD000574,18,6.24,1411.56,High,2.43,3.35,0.46,Fri,0,Standard,Delayed
ORD000575,49,1.02,647.65,Medium,0.53,4.5,0.34,Thu,0,Standard,At Risk
ORD000576,39,4.09,664.82,Low,3.3,3.18,0.97,Sun,1,Prime,At Risk
ORD000577,32,1.79,1129.29,Low,0.87,2.62,0.83,Wed,0,Prime,At Risk
ORD000578,24,6.14,1705.49,Low,5.8,3.91,0.21,Mon,1,Standard,Delayed
ORD000579,23,7.34,775.44,Medium,5.04,2.58,0.49,Wed,0,Express,Delayed
ORD000580,32,4.66,127.05,High,7.92,4.71,0.11,Sat,0,Prime,On-Time
ORD000581,37,4.45,751.97,Medium,2.68,4.2,0.11,Wed,0,Standard,At Risk
ORD000582,12,6.23,418.59,Low,3.72,3.14,0.85,Sat,1,Prime,At Risk
ORD000583,49,0.54,1878.72,Low,6.89,3.67,0.93,Thu,0,Prime,On-Time
ORD000584,13,7.38,1396.06,Medium,9.93,4.35,0.74,Wed,1,Express,Delayed
ORD000585,23,1.98,106.41,Medium,9.04,4.79,0.99,Tue,0,Prime,At Risk
ORD000586,25,7.88,589.51,Low,5.21,4.69,0.05,Wed,0,Standard,At Risk
ORD000587,35,6.02,105.18,Low,6.78,2.67,0.33,Tue,0,Prime,At Risk
ORD000588,41,6.31,1660.88,Low,5.32,2.7,0.13,Fri,0,Prime,Delayed
ORD000589,30,5.42,1813.06,Medium,4.35,3.99,0.78,Fri,1,Standard,Delayed
ORD000590,17,4.04,229.0,Medium,6.02,3.74,0.89,Sat,0,Standard,On-Time
ORD000591,49,4.79,883.38,High,3.86,3.23,0.45,Thu,0,Standard,Delayed
ORD000592,20,0.85,1864.11,Medium,2.8,4.94,0.83,Mon,1,Standard,Delayed
ORD000593,48,5.18,294.7,Medium,7.06,4.37,0.85,Wed,1,Prime,On-Time
ORD000594,25,5.2,587.35,Low,8.72,4.22,0.14,Mon,1,Express,At Risk
ORD000595,22,7.18,612.03,Low,2.88,2.95,0.38,Tue,0,Standard,Delayed
ORD000596,13,4.29,64.97,Medium,7.07,3.21,0.19,Mon,0,Express,At Risk
